52,17,11,35,31,33,20,32,23,8,23,29,13,28,22,23,22,26,4,30,13,20,18,24,27,9,25,15,24,28,31,21,13,3,28,17,3,25,25,25,34,25,15,43,43,51,34,62,38,50,41,28,41,57,25,24,174,225,311,300,197,137,129,100,79,76,93,133,221,370,363,387,424,396,143,134,89,96,87,174,227,249,287,373,395,361,260,208,196,160,169,129,99,85,71,60,30,40,15,38,26,26,12,30,9,22,6,19,16,21,13,12,14,5,19,18,22,24,16,12,18,27,33,19,22,10,18,22,14,22,17,14,29,29,24,27,29,29,31,4,17,25,12,24,31,35,30,22,28,32,31,22,12,35,30,22,24,19,5,30,30,22,46,16,22,17,13,18,4,7,8,30
30,30,26,46,33,17,30,36,34,24,22,22,19,26,29,10,22,12,11,28,29,9,8,27,17,19,31,27,16,2,11,16,21,7,11,6,31,8,29,30,16,28,20,18,26,31,26,20,30,12,23,4,23,11,30,2,31,31,5,11,25,8,5,27,11,10,7,23,25,22,13,32,29,32,31,29,37,31,33,38,26,20,22,45,37,127,175,250,227,204,160,103,95,95,75,109,169,255,282,320,323,273,156,133,107,74,64,124,203,233,222,281,367,375,287,215,171,148,104,85,74,65,52,23,33,26,23,26,17,12,15,28,44,45,39,53,50,27,22,29,31,31,28,40,38,40,42,59,61,33,36,34,24,17,30,16,26,30,28,28,34,27,13,14,10,27,17,21,17,17,27,8
8,18,38,27,41,23,18,14,13,25,16,23,12,21,13,30,30,19,40,22,24,30,19,30,19,18,22,15,20,37,17,29,32,12,15,20,24,18,20,24,32,16,26,19,22,21,3,24,18,27,69,185,185,272,265,265,144,135,97,77,89,76,125,202,285,324,324,300,178,178,83,58,62,66,121,223,223,251,250,250,250,262,210,210,176,129,129,129,97,60,60,35,27,32,18,12,30,20,4,10,18,37,22,23,24,22,22,34,18,25,8,27,31,25,24,18,26,24,19,24,18,14,24,15,25,28,20,9,16,40,15,29,27,28,12,20,28,29,16,19,21,14,13,8,26,11,25,24,10,22,11,15,33,30,17,33,30,28,33,29,30,23,29,31,12,35,12,29,25,12,16,20
18,31,19,20,25,18,14,9,31,15,10,35,14,9,24,17,24,29,6,19,13,17,11,12,13,27,16,21,18,15,24,30,52,168,257,265,229,250,175,124,105,97,66,75,80,123,171,267,253,285,270,251,164,102,79,52,63,53,136,184,227,286,285,265,210,146,140,118,112,89,64,49,30,31,27,21,29,25,9,16,9,20,2,27,16,5,19,18,14,5,8,14,10,15,1,30,12,11,21,21,22,15,16,27,18,19,15,25,15,32,14,20,24,2,9,19,28,26,23,20,16,17,29,21,15,26,27,15,2,21,17,28,20,4,6,24,13,14,14,14,21,21,41,27,22,32,27,19,25,27,31,21,29,31,22,28,31,15,24,23,26,12,15,8,13,28,17,10,2,17,20,20
20,22,24,24,20,13,9,27,0,23,10,23,0,7,25,24,21,17,22,11,21,35,25,26,12,29,17,16,11,0,23,16,17,14,28,96,128,206,235,215,132,90,92,78,56,70,93,189,239,234,196,232,191,205,105,82,72,71,66,144,200,219,283,267,310,246,166,167,151,160,134,118,99,64,48,47,31,26,15,4,27,12,19,26,23,32,23,36,11,16,20,25,35,30,36,31,36,29,25,37,16,18,27,45,40,41,50,47,36,43,29,26,25,10,12,24,17,34,24,14,15,23,28,21,17,12,21,14,10,8,21,12,23,18,30,25,24,18,26,9,23,33,30,31,31,30,29,28,29,15,32,15,24,23,28,11,11,23,18,7,8,11,16,35,12,14,17,30,12,30,24,24
24,18,27,21,18,34,24,17,14,32,15,25,16,12,18,18,23,16,10,20,29,20,45,128,202,249,317,297,201,128,104,63,59,46,65,134,191,299,340,303,301,158,116,81,88,77,84,183,283,321,406,452,349,249,258,199,230,161,188,145,130,94,96,88,58,45,33,23,27,30,29,16,23,13,6,15,10,11,19,24,32,24,28,27,15,14,29,33,12,12,19,12,21,19,16,11,14,17,10,24,20,20,13,29,21,11,24,7,8,14,20,25,21,23,23,24,18,9,27,19,21,8,19,14,20,29,32,10,23,8,8,15,8,12,13,31,27,18,14,11,28,21,23,27,29,25,22,28,14,21,28,32,28,18,26,27,14,18,18,22,17,23,14,21,22,20,17,18,26,4,18,12
12,44,65,56,43,36,28,20,13,15,39,44,32,31,42,42,42,37,35,30,40,26,31,29,17,25,27,29,28,27,35,39,34,28,34,34,35,19,36,30,35,34,18,35,24,18,17,22,18,26,20,30,23,22,18,29,9,14,20,21,20,29,23,45,37,27,26,31,24,13,17,22,30,17,47,153,240,240,333,213,213,117,100,67,76,77,186,186,329,301,275,275,91,106,78,68,86,170,170,271,313,313,344,299,299,299,151,160,160,92,78,74,45,36,25,28,24,21,31,25,11,13,12,12,4,5,12,24,20,17,4,6,12,30,18,11,37,37,29,32,24,36,23,34,39,28,17,24,19,22,23,22,29,21,26,20,19,21,20,25,14,18,13,6,14,18,27,10,19,23,7,25
25,17,13,13,26,26,26,31,2,4,6,7,2,18,29,12,28,12,41,29,22,4,18,22,27,6,23,31,28,15,27,23,35,25,27,17,33,26,26,19,18,12,38,25,20,38,30,31,20,24,34,18,28,23,35,43,39,34,26,20,9,14,13,28,15,20,25,40,120,161,218,284,191,108,128,72,88,80,54,74,126,200,273,263,259,239,195,100,78,58,64,57,134,169,214,263,291,285,269,239,175,146,142,138,104,76,89,73,59,48,39,14,33,14,28,28,15,21,6,21,28,7,16,23,30,12,25,31,38,22,32,29,29,22,19,33,32,23,20,29,26,13,25,27,5,18,27,31,6,12,18,4,30,8,16,17,13,4,29,1,28,0,24,21,26,31,18,10,17,11,6,4
4,19,29,28,28,18,11,27,33,10,23,31,16,13,30,25,21,21,15,28,15,17,16,34,30,30,30,24,14,32,29,31,19,31,15,29,21,19,39,80,175,275,303,362,371,252,130,138,93,100,84,89,118,234,329,326,318,284,166,103,136,137,152,183,244,254,312,344,378,302,240,240,207,203,197,192,188,190,172,135,85,63,42,31,37,31,36,14,30,25,13,12,22,3,8,24,27,16,28,19,28,22,11,9,22,20,19,20,22,18,31,4,27,29,20,11,21,30,15,20,6,24,15,9,24,10,30,23,15,38,22,24,36,44,25,30,39,45,29,44,30,33,33,23,30,34,31,10,31,28,35,27,16,24,28,21,19,19,16,20,12,26,23,18,10,23,16,29,18,19,24,18
18,20,28,22,22,27,24,23,20,34,18,27,20,23,18,32,28,20,11,17,23,27,29,22,33,35,59,37,38,32,33,45,32,47,62,61,36,40,24,33,29,83,184,260,313,245,156,143,112,108,90,87,82,181,280,331,308,230,135,116,77,66,67,50,109,190,251,376,430,426,334,259,210,209,192,191,169,131,98,56,42,44,40,39,24,33,32,30,25,35,26,22,25,11,9,22,15,17,11,30,27,8,27,20,24,7,10,10,26,30,16,16,21,19,24,14,23,15,13,19,7,24,13,12,30,29,30,33,39,40,39,25,27,31,34,24,17,14,18,30,26,9,32,19,18,21,23,30,22,18,17,30,27,24,19,18,17,30,26,17,26,20,31,20,10,11,18,23,28,28,23,28
