34,36,40,33,21,28,32,32,30,24,28,11,24,27,26,28,28,20,24,26,28,23,15,15,15,16,26,21,13,30,31,20,24,21,25,11,15,26,41,31,31,14,14,17,17,31,24,21,31,15,17,16,26,20,25,33,20,75,145,145,159,122,122,172,173,167,161,183,180,180,69,45,25,15,26,28,25,42,73,73,123,92,94,94,77,64,45,44,33,36,7,17,4,24,19,28,20,30,11,23,24,29,20,26,26,10,12,16,23,14,30,19,13,17,26,6,21,13,16,13,8,13,22,31,31,14,9,29,14,25,25,27,25,33,28,19,22,8,30,26,24,21,16,5,26,18,12,14,16,15,7,26,28,13,35,30,25,18,23,32,38,20,23,18,18,16,15,31,8,20,16,8
8,45,36,23,21,25,31,30,33,25,31,13,32,31,22,16,29,32,12,30,20,39,23,30,25,27,36,37,37,35,37,25,24,38,23,21,24,26,21,22,29,27,29,36,38,23,23,31,29,26,100,155,155,176,194,194,194,166,190,190,167,145,145,54,41,25,22,43,31,16,50,68,96,87,83,90,90,90,56,55,55,65,39,18,18,20,16,22,23,34,4,22,11,20,24,5,20,32,22,31,15,20,13,13,28,20,26,21,25,27,4,17,26,14,10,23,4,31,16,10,16,15,11,31,10,21,27,24,15,25,5,18,27,24,6,23,28,9,8,24,22,8,14,25,16,11,20,9,30,30,20,12,13,10,5,13,22,24,18,10,13,23,23,19,30,18,25,34,26,27,11,17
17,42,45,30,37,34,32,34,30,24,39,24,30,19,30,27,30,34,26,28,16,17,26,33,37,32,37,29,22,31,29,23,24,17,35,33,20,17,17,26,19,21,25,18,15,60,109,110,161,146,137,154,136,122,146,153,99,110,31,24,16,23,24,27,27,11,53,87,92,86,99,74,73,68,51,37,38,38,32,19,26,22,31,34,22,20,29,14,29,23,38,26,25,21,1,8,24,6,27,16,21,23,20,21,14,31,17,30,29,16,9,0,3,22,7,3,18,13,10,14,12,24,19,4,15,3,19,34,21,14,25,24,24,15,18,28,30,23,15,19,12,9,29,14,13,17,11,23,27,27,20,35,31,23,22,20,21,27,30,36,27,11,18,26,27,28,8,15,23,14,28,25
13,55,63,37,47,46,91,59,41,18,74,29,56,40,34,36,45,48,48,72,33,16,41,26,43,31,38,21,29,41,30,33,19,27,26,22,34,14,16,30,30,24,37,21,31,54,93,116,137,130,111,159,169,148,133,145,127,55,19,13,15,29,24,19,31,44,75,67,78,72,66,53,37,46,36,38,41,25,20,17,26,4,10,15,29,23,31,17,18,36,31,14,19,25,19,16,33,31,30,22,24,38,26,29,24,12,7,28,24,16,17,28,30,24,28,32,29,18,25,20,19,21,10,23,25,23,16,14,28,29,15,20,28,18,29,32,21,27,24,32,24,27,34,23,30,26,19,32,31,24,25,22,27,36,32,27,21,16,21,33,23,24,14,26,21,17,19,17,29,31,18,20
29,47,47,38,36,36,31,28,28,25,41,22,25,24,14,16,21,30,38,36,36,30,20,32,22,33,34,35,28,34,29,26,41,41,24,26,16,25,17,21,24,29,31,31,31,17,17,5,21,9,21,22,22,17,25,17,29,27,27,27,18,23,11,20,40,114,127,128,146,163,132,149,167,143,166,151,70,26,34,30,29,34,28,47,78,83,100,81,86,76,62,52,53,45,45,32,29,24,26,24,43,32,29,27,18,18,29,13,18,15,33,27,10,24,19,22,17,20,30,24,18,35,22,14,24,13,15,22,7,10,16,8,23,22,26,16,18,8,29,24,29,23,18,24,30,24,17,27,9,12,28,6,22,33,39,29,15,29,24,24,23,11,15,29,17,20,25,30,27,33,22,11
6,31,37,43,24,33,45,11,29,28,24,22,24,27,35,32,29,26,16,28,13,31,14,27,27,30,19,5,14,22,33,24,23,22,23,22,13,21,18,31,21,17,0,31,12,21,15,8,26,25,29,18,28,22,81,114,102,102,151,153,134,134,178,153,153,135,47,18,20,26,5,19,29,28,37,76,76,76,69,61,57,39,52,44,25,42,15,23,15,27,6,27,16,22,17,9,20,18,16,15,23,12,27,20,24,30,27,10,24,14,32,13,21,18,23,19,13,20,21,12,21,27,29,16,22,21,12,19,17,21,20,23,30,19,8,25,15,9,13,14,16,21,29,9,18,12,14,10,13,31,26,20,10,9,22,16,18,17,29,13,28,17,18,22,10,14,22,21,19,16,16,15
15,30,22,29,37,31,16,29,30,27,22,29,22,31,38,33,18,15,26,22,28,21,16,18,13,18,28,34,21,12,9,17,19,20,28,11,29,18,13,19,13,14,17,18,31,27,17,16,27,22,19,19,23,22,11,33,27,28,25,29,16,33,12,24,25,19,31,30,100,112,103,132,144,162,186,189,170,146,135,102,49,26,23,27,25,28,78,95,108,97,106,87,89,64,74,58,63,46,42,20,21,17,8,18,11,14,12,9,19,24,20,17,14,11,18,17,10,10,10,23,13,9,14,18,24,30,20,13,25,21,22,16,20,17,20,26,33,22,24,21,19,23,8,3,14,2,0,19,19,19,27,19,14,12,21,31,12,29,12,10,27,15,21,38,16,11,5,12,3,24,8,26
7,35,40,32,24,24,41,30,24,24,15,21,27,27,25,30,35,46,21,25,33,33,35,32,31,34,24,33,38,23,20,27,20,26,20,25,20,19,29,25,31,24,31,34,36,25,23,108,148,164,164,178,197,197,197,179,194,194,131,60,29,17,22,17,19,18,17,38,61,89,77,89,58,71,45,52,46,50,40,25,10,16,16,0,9,27,25,17,20,10,21,8,17,21,25,18,13,27,13,5,6,16,29,21,26,16,25,5,8,15,21,28,13,24,13,10,31,12,23,21,28,28,6,8,20,10,29,11,18,12,18,13,21,13,15,28,31,20,13,18,8,27,17,31,28,33,14,33,14,25,7,19,25,7,16,28,22,10,17,31,10,11,11,29,30,28,18,25,29,23,15,26
4,34,36,27,33,32,19,24,23,26,28,22,28,21,17,19,18,25,18,16,30,23,15,27,23,8,22,30,12,24,28,37,28,21,33,33,26,15,15,17,20,25,25,20,27,20,8,3,28,24,15,9,5,10,29,8,21,9,17,14,23,13,16,28,29,15,13,26,28,11,16,27,15,10,17,31,18,31,16,18,28,64,117,150,168,121,183,171,159,160,183,147,88,32,31,33,20,26,30,16,40,83,86,85,96,74,86,79,45,46,36,34,30,34,20,29,7,21,16,31,26,24,18,19,28,25,24,14,12,5,16,13,17,27,22,12,9,12,29,11,16,20,31,29,27,28,21,16,10,31,20,16,20,15,11,6,13,11,31,24,28,8,12,10,2,18,27,27,8,13,31,21
16,40,37,36,49,47,25,26,29,38,12,8,30,24,20,33,21,31,22,17,23,30,37,43,19,26,16,25,23,20,24,19,19,25,22,27,27,25,25,25,27,24,9,35,18,13,24,26,20,18,20,15,0,11,32,22,31,16,23,15,32,97,132,116,163,127,171,148,141,158,188,140,100,51,29,22,7,21,23,3,22,59,72,94,100,84,74,76,54,56,44,50,31,26,13,13,33,25,31,11,26,11,20,23,17,13,12,21,18,27,21,21,29,18,29,25,19,6,21,27,17,27,24,7,14,19,14,12,10,6,28,3,25,25,16,13,28,11,28,20,13,25,25,14,24,3,22,24,24,30,27,30,10,13,7,8,24,23,7,24,8,24,6,2,19,25,8,11,16,12,9,11
